2.93818,2.88706,2.80322,2.76577
2.95067,2.84754,2.8053,2.76968
2.94919,2.84556,2.80136,2.76164
2.95959,2.89132,2.80942,2.7656
2.97832,2.88095,2.80949,2.77755
2.97625,2.84559,2.81355,2.76555
2.97474,2.84774,2.80966,2.77151
2.97059,2.88518,2.80375,2.7695
2.99348,2.86649,2.8038,2.76349
3.00805,2.90185,2.80787,2.7475
3.01845,2.93929,2.78995,2.74749
3.00805,2.94572,2.826,2.74948
3.01019,2.93116,2.82811,2.74946
3.01644,2.90621,2.82212,2.75345
3.00188,2.91875,2.8284,2.75343
2.98523,2.90211,2.8084,2.75141
2.97067,2.88339,2.80452,2.75539
2.979,2.86676,2.82454,2.75139
2.97282,2.86471,2.82858,2.7713
2.9749,2.89799,2.83067,2.75327
2.99571,2.92919,2.79067,2.77117
3.01236,2.92505,2.80294,2.79105
3.01236,2.95833,3.03505,2.78499
3.01653,2.95015,3.02525,2.82091
3.01042,2.96471,2.93535,2.82281
3.0125,2.98759,2.89947,2.82471
2.99586,3.00215,2.90554,2.80667
2.97714,3.01232,2.98566,2.86541
2.97714,3.00112,2.95375,2.84379
2.9709,2.99412,2.96542,2.85698
