0.964182,0.920463,0.880319,0.866341
0.968347,0.920522,0.882335,0.870509
0.968347,0.928885,0.882337,0.870515
0.968347,0.926841,0.882401,0.872613
0.968347,0.931051,0.894969,0.874199
0.968347,0.92693,0.896961,0.874495
0.982924,0.933226,0.898973,0.874691
0.976676,0.920768,0.901123,0.876282
0.976676,0.937471,0.901447,0.876284
0.972511,0.929171,0.901449,0.876741
0.972511,0.937528,0.903201,0.87852
0.980841,0.935491,0.903426,0.880592
0.976676,0.941791,0.906993,0.8809
1.04123,0.981361,0.913929,0.887026
1.03707,0.96685,0.915611,0.887035
1.03915,0.950192,0.916011,0.888738
1.03707,0.964833,0.91809,0.890811
1.03499,0.96071,0.919474,0.890845
1.04748,0.96071,0.920197,0.891143
1.0454,0.956567,0.920199,0.89491
1.00791,0.977395,0.923816,0.894912
1.02666,0.987867,0.92581,0.897085
1.02041,0.983754,0.931955,0.897583
1.03082,0.983803,0.934036,0.897585
1.04123,0.988004,0.934329,0.907393
1.0454,1.00883,0.936406,0.924038
1.01624,1.01096,0.938918,0.934292
1.01624,1.01307,0.945159,0.934441
1.02666,1.0131,0.955559,0.93846
1.01208,1.01104,0.95556,0.942762
