1,0,0.964182
1,0,0.968347
1,0,0.968347
1,0,0.968347
1,0,0.968347
1,0,0.968347
1,0,0.982924
1,0,0.976676
1,0,0.976676
1,0,0.972511
1,0,0.972511
1,0,0.980841
1,0,0.976676
1,0,1.04123
1,0,1.03707
1,0,1.03915
1,0,1.03707
1,0,1.03499
1,0,1.04748
1,0,1.0454
1,0,1.00791
1,0,1.02666
1,0,1.02041
1,0,1.03082
1,0,1.04123
1,0,1.0454
1,0,1.01624
1,0,1.01624
1,0,1.02666
1,0,1.01208
1,10,0.920463
1,10,0.920522
1,10,0.928885
1,10,0.926841
1,10,0.931051
1,10,0.92693
1,10,0.933226
1,10,0.920768
1,10,0.937471
1,10,0.929171
1,10,0.937528
1,10,0.935491
1,10,0.941791
1,10,0.981361
1,10,0.96685
1,10,0.950192
1,10,0.964833
1,10,0.96071
1,10,0.96071
1,10,0.956567
1,10,0.977395
1,10,0.987867
1,10,0.983754
1,10,0.983803
1,10,0.988004
1,10,1.00883
1,10,1.01096
1,10,1.01307
1,10,1.0131
1,10,1.01104
1,20,0.880319
1,20,0.882335
1,20,0.882337
1,20,0.882401
1,20,0.894969
1,20,0.896961
1,20,0.898973
1,20,0.901123
1,20,0.901447
1,20,0.901449
1,20,0.903201
1,20,0.903426
1,20,0.906993
1,20,0.913929
1,20,0.915611
1,20,0.916011
1,20,0.91809
1,20,0.919474
1,20,0.920197
1,20,0.920199
1,20,0.923816
1,20,0.92581
1,20,0.931955
1,20,0.934036
1,20,0.934329
1,20,0.936406
1,20,0.938918
1,20,0.945159
1,20,0.955559
1,20,0.95556
1,30,0.866341
1,30,0.870509
1,30,0.870515
1,30,0.872613
1,30,0.874199
1,30,0.874495
1,30,0.874691
1,30,0.876282
1,30,0.876284
1,30,0.876741
1,30,0.87852
1,30,0.880592
1,30,0.8809
1,30,0.887026
1,30,0.887035
1,30,0.888738
1,30,0.890811
1,30,0.890845
1,30,0.891143
1,30,0.89491
1,30,0.894912
1,30,0.897085
1,30,0.897583
1,30,0.897585
1,30,0.907393
1,30,0.924038
1,30,0.934292
1,30,0.934441
1,30,0.93846
1,30,0.942762
2,0,2.07571
2,0,2.05694
2,0,2.0611
2,0,2.07355
2,0,2.0798
2,0,2.08812
2,0,2.1002
2,0,2.09394
2,0,2.06058
2,0,2.05433
2,0,2.03491
2,0,2.03282
2,0,2.02656
2,0,2.02656
2,0,2.03669
2,0,2.03252
2,0,2.01376
2,0,2.02209
2,0,2.02
2,0,2.01787
2,0,2.02203
2,0,2.00327
2,0,1.99493
2,0,1.99492
2,0,1.99464
2,0,1.9988
2,0,1.97796
2,0,1.97379
2,0,1.98003
2,0,1.98109
2,10,2.04412
2,10,2.0378
2,10,2.02323
2,10,2.0149
2,10,2.01262
2,10,2.02088
2,10,2.01038
2,10,2.01656
2,10,2.01648
2,10,2.01845
2,10,2.03506
2,10,2.04333
2,10,2.0287
2,10,2.01824
2,10,2.03064
2,10,2.01393
2,10,2.02012
2,10,2.02423
2,10,2.00956
2,10,2.04286
2,10,2.06159
2,10,2.04893
2,10,2.0468
2,10,2.03839
2,10,2.03628
2,10,2.0383
2,10,2.04031
2,10,2.05067
2,10,2.04422
2,10,2.02756
2,20,2.04413
2,20,2.06078
2,20,2.04829
2,20,2.0358
2,20,2.05662
2,20,2.05662
2,20,2.06911
2,20,2.0358
2,20,2.02956
2,20,2.00666
2,20,2.04829
2,20,2.06495
2,20,2.04829
2,20,2.06078
2,20,2.06286
2,20,2.06703
2,20,2.06703
2,20,2.06703
2,20,2.05246
2,20,2.06703
2,20,2.05662
2,20,2.05662
2,20,2.06495
2,20,2.06703
2,20,2.08368
2,20,2.06911
2,20,2.07952
2,20,2.12948
2,20,2.05662
2,20,2.06495
2,30,2.05404
2,30,2.03531
2,30,2.0436
2,30,2.04148
2,30,2.00399
2,30,2.02892
2,30,2.05177
2,30,2.05588
2,30,2.08492
2,30,2.06826
2,30,2.07239
2,30,2.06405
2,30,2.07857
2,30,2.04943
2,30,2.09305
2,30,2.08469
2,30,2.08674
2,30,2.0867
2,30,2.09496
2,30,2.09494
2,30,2.09907
2,30,2.09695
2,30,2.09069
2,30,2.08234
2,30,2.09271
2,30,2.07604
2,30,2.09265
2,30,2.07394
2,30,2.04275
2,30,2.04271
3,0,2.93818
3,0,2.95067
3,0,2.94919
3,0,2.95959
3,0,2.97832
3,0,2.97625
3,0,2.97474
3,0,2.97059
3,0,2.99348
3,0,3.00805
3,0,3.01845
3,0,3.00805
3,0,3.01019
3,0,3.01644
3,0,3.00188
3,0,2.98523
3,0,2.97067
3,0,2.979
3,0,2.97282
3,0,2.9749
3,0,2.99571
3,0,3.01236
3,0,3.01236
3,0,3.01653
3,0,3.01042
3,0,3.0125
3,0,2.99586
3,0,2.97714
3,0,2.97714
3,0,2.9709
3,10,2.88706
3,10,2.84754
3,10,2.84556
3,10,2.89132
3,10,2.88095
3,10,2.84559
3,10,2.84774
3,10,2.88518
3,10,2.86649
3,10,2.90185
3,10,2.93929
3,10,2.94572
3,10,2.93116
3,10,2.90621
3,10,2.91875
3,10,2.90211
3,10,2.88339
3,10,2.86676
3,10,2.86471
3,10,2.89799
3,10,2.92919
3,10,2.92505
3,10,2.95833
3,10,2.95015
3,10,2.96471
3,10,2.98759
3,10,3.00215
3,10,3.01232
3,10,3.00112
3,10,2.99412
3,20,2.80322
3,20,2.8053
3,20,2.80136
3,20,2.80942
3,20,2.80949
3,20,2.81355
3,20,2.80966
3,20,2.80375
3,20,2.8038
3,20,2.80787
3,20,2.78995
3,20,2.826
3,20,2.82811
3,20,2.82212
3,20,2.8284
3,20,2.8084
3,20,2.80452
3,20,2.82454
3,20,2.82858
3,20,2.83067
3,20,2.79067
3,20,2.80294
3,20,3.03505
3,20,3.02525
3,20,2.93535
3,20,2.89947
3,20,2.90554
3,20,2.98566
3,20,2.95375
3,20,2.96542
3,30,2.76577
3,30,2.76968
3,30,2.76164
3,30,2.7656
3,30,2.77755
3,30,2.76555
3,30,2.77151
3,30,2.7695
3,30,2.76349
3,30,2.7475
3,30,2.74749
3,30,2.74948
3,30,2.74946
3,30,2.75345
3,30,2.75343
3,30,2.75141
3,30,2.75539
3,30,2.75139
3,30,2.7713
3,30,2.75327
3,30,2.77117
3,30,2.79105
3,30,2.78499
3,30,2.82091
3,30,2.82281
3,30,2.82471
3,30,2.80667
3,30,2.86541
3,30,2.84379
3,30,2.85698
